[2016-05-08 13:03:57,655] INFO: EditDistance_search_term_x_product_title_1D (1D): corr = -0.148776
[2016-05-08 13:32:14,297] INFO: EditDistance_Unigram_Median_Std_search_term_x_product_title_product_name_1D (1D): corr = 0.148995
[2016-05-08 13:32:14,307] INFO: EditDistance_Unigram_Median_Max_search_term_x_product_title_product_name_1D (1D): corr = -0.159365
[2016-05-08 13:32:14,317] INFO: EditDistance_Unigram_Median_Min_search_term_x_product_title_product_name_1D (1D): corr = -0.224722
[2016-05-08 13:32:14,328] INFO: EditDistance_Unigram_Median_Median_search_term_x_product_title_product_name_1D (1D): corr = -0.247735
[2016-05-08 13:51:13,743] INFO: EditDistance_Unigram_Mean_Mean_search_term_x_product_description_1D (1D): corr = -0.135109
[2016-05-08 13:51:13,753] INFO: EditDistance_Unigram_Mean_Std_search_term_x_product_description_1D (1D): corr = -0.050354
[2016-05-08 13:51:13,764] INFO: EditDistance_Unigram_Mean_Max_search_term_x_product_description_1D (1D): corr = -0.115295
[2016-05-08 13:51:13,774] INFO: EditDistance_Unigram_Mean_Min_search_term_x_product_description_1D (1D): corr = -0.082052
[2016-05-08 13:51:13,784] INFO: EditDistance_Unigram_Mean_Median_search_term_x_product_description_1D (1D): corr = -0.126097
[2016-05-08 13:51:13,794] INFO: EditDistance_Unigram_Max_Mean_search_term_x_product_description_1D (1D): corr = 0.000000
[2016-05-08 13:51:13,805] INFO: EditDistance_Unigram_Max_Std_search_term_x_product_description_1D (1D): corr = 0.000000
[2016-05-08 13:51:13,815] INFO: EditDistance_Unigram_Max_Max_search_term_x_product_description_1D (1D): corr = 0.000000
[2016-05-08 13:51:13,825] INFO: EditDistance_Unigram_Max_Min_search_term_x_product_description_1D (1D): corr = 0.000000
[2016-05-08 13:51:13,835] INFO: EditDistance_Unigram_Max_Median_search_term_x_product_description_1D (1D): corr = 0.000000
[2016-05-08 13:51:13,846] INFO: EditDistance_Unigram_Min_Mean_search_term_x_product_description_1D (1D): corr = -0.297624
[2016-05-08 13:51:13,856] INFO: EditDistance_Unigram_Min_Std_search_term_x_product_description_1D (1D): corr = -0.213429
[2016-05-08 13:51:13,866] INFO: EditDistance_Unigram_Min_Max_search_term_x_product_description_1D (1D): corr = -0.286598
[2016-05-08 13:51:13,876] INFO: EditDistance_Unigram_Min_Min_search_term_x_product_description_1D (1D): corr = -0.149459
[2016-05-08 13:51:13,887] INFO: EditDistance_Unigram_Min_Median_search_term_x_product_description_1D (1D): corr = -0.241611
[2016-05-08 13:51:13,897] INFO: EditDistance_Unigram_Median_Mean_search_term_x_product_description_1D (1D): corr = -0.060247
[2016-05-08 13:51:13,907] INFO: EditDistance_Unigram_Median_Std_search_term_x_product_description_1D (1D): corr = -0.001215
[2016-05-08 13:51:13,917] INFO: EditDistance_Unigram_Median_Max_search_term_x_product_description_1D (1D): corr = -0.053405
[2016-05-08 13:51:13,928] INFO: EditDistance_Unigram_Median_Min_search_term_x_product_description_1D (1D): corr = -0.024990
[2016-05-08 13:51:13,938] INFO: EditDistance_Unigram_Median_Median_search_term_x_product_description_1D (1D): corr = -0.059216
[2016-05-08 14:09:55,672] INFO: EditDistance_Unigram_Mean_Mean_search_term_x_product_attribute_1D (1D): corr = -0.097723
[2016-05-08 14:09:55,682] INFO: EditDistance_Unigram_Mean_Std_search_term_x_product_attribute_1D (1D): corr = 0.051575
[2016-05-08 14:09:55,692] INFO: EditDistance_Unigram_Mean_Max_search_term_x_product_attribute_1D (1D): corr = -0.050409
[2016-05-08 14:09:55,703] INFO: EditDistance_Unigram_Mean_Min_search_term_x_product_attribute_1D (1D): corr = -0.095385
[2016-05-08 14:09:55,713] INFO: EditDistance_Unigram_Mean_Median_search_term_x_product_attribute_1D (1D): corr = -0.090587
[2016-05-08 14:09:55,723] INFO: EditDistance_Unigram_Max_Mean_search_term_x_product_attribute_1D (1D): corr = -0.142282
[2016-05-08 14:09:55,733] INFO: EditDistance_Unigram_Max_Std_search_term_x_product_attribute_1D (1D): corr = 0.115824
[2016-05-08 14:09:55,744] INFO: EditDistance_Unigram_Max_Max_search_term_x_product_attribute_1D (1D): corr = -0.102079
[2016-05-08 14:09:55,754] INFO: EditDistance_Unigram_Max_Min_search_term_x_product_attribute_1D (1D): corr = -0.139905
[2016-05-08 14:09:55,764] INFO: EditDistance_Unigram_Max_Median_search_term_x_product_attribute_1D (1D): corr = -0.140284
[2016-05-08 14:09:55,774] INFO: EditDistance_Unigram_Min_Mean_search_term_x_product_attribute_1D (1D): corr = 0.014516
[2016-05-08 14:09:55,785] INFO: EditDistance_Unigram_Min_Std_search_term_x_product_attribute_1D (1D): corr = -0.220329
[2016-05-08 14:09:55,795] INFO: EditDistance_Unigram_Min_Max_search_term_x_product_attribute_1D (1D): corr = -0.080557
[2016-05-08 14:09:55,805] INFO: EditDistance_Unigram_Min_Min_search_term_x_product_attribute_1D (1D): corr = 0.097672
[2016-05-08 14:09:55,816] INFO: EditDistance_Unigram_Min_Median_search_term_x_product_attribute_1D (1D): corr = 0.016306
[2016-05-08 14:09:55,826] INFO: EditDistance_Unigram_Median_Mean_search_term_x_product_attribute_1D (1D): corr = -0.120787
[2016-05-08 14:09:55,836] INFO: EditDistance_Unigram_Median_Std_search_term_x_product_attribute_1D (1D): corr = 0.031587
[2016-05-08 14:09:55,846] INFO: EditDistance_Unigram_Median_Max_search_term_x_product_attribute_1D (1D): corr = -0.091304
[2016-05-08 14:09:55,857] INFO: EditDistance_Unigram_Median_Min_search_term_x_product_attribute_1D (1D): corr = -0.079017
[2016-05-08 14:09:55,867] INFO: EditDistance_Unigram_Median_Median_search_term_x_product_attribute_1D (1D): corr = -0.122478
[2016-05-08 14:22:36,185] INFO: EditDistance_Unigram_Mean_Mean_search_term_x_product_brand_1D (1D): corr = -0.075521
[2016-05-08 14:22:36,196] INFO: EditDistance_Unigram_Mean_Std_search_term_x_product_brand_1D (1D): corr = 0.037952
[2016-05-08 14:22:36,206] INFO: EditDistance_Unigram_Mean_Max_search_term_x_product_brand_1D (1D): corr = -0.056595
[2016-05-08 14:22:36,216] INFO: EditDistance_Unigram_Mean_Min_search_term_x_product_brand_1D (1D): corr = -0.048801
[2016-05-08 14:22:36,227] INFO: EditDistance_Unigram_Mean_Median_search_term_x_product_brand_1D (1D): corr = -0.076133
[2016-05-08 14:22:36,237] INFO: EditDistance_Unigram_Max_Mean_search_term_x_product_brand_1D (1D): corr = -0.086619
[2016-05-08 14:22:36,247] INFO: EditDistance_Unigram_Max_Std_search_term_x_product_brand_1D (1D): corr = 0.048066
[2016-05-08 14:22:36,257] INFO: EditDistance_Unigram_Max_Max_search_term_x_product_brand_1D (1D): corr = -0.061758
[2016-05-08 14:22:36,268] INFO: EditDistance_Unigram_Max_Min_search_term_x_product_brand_1D (1D): corr = -0.061203
[2016-05-08 14:22:36,278] INFO: EditDistance_Unigram_Max_Median_search_term_x_product_brand_1D (1D): corr = -0.087580
[2016-05-08 14:22:36,288] INFO: EditDistance_Unigram_Min_Mean_search_term_x_product_brand_1D (1D): corr = -0.049382
[2016-05-08 14:22:36,298] INFO: EditDistance_Unigram_Min_Std_search_term_x_product_brand_1D (1D): corr = 0.019242
[2016-05-08 14:22:36,330] INFO: EditDistance_Unigram_Min_Max_search_term_x_product_brand_1D (1D): corr = -0.044239
[2016-05-08 14:22:36,340] INFO: EditDistance_Unigram_Min_Min_search_term_x_product_brand_1D (1D): corr = -0.025693
[2016-05-08 14:22:36,351] INFO: EditDistance_Unigram_Min_Median_search_term_x_product_brand_1D (1D): corr = -0.054057
[2016-05-08 14:22:36,361] INFO: EditDistance_Unigram_Median_Mean_search_term_x_product_brand_1D (1D): corr = -0.076560
[2016-05-08 14:22:36,371] INFO: EditDistance_Unigram_Median_Std_search_term_x_product_brand_1D (1D): corr = 0.037261
[2016-05-08 14:22:36,381] INFO: EditDistance_Unigram_Median_Max_search_term_x_product_brand_1D (1D): corr = -0.058700
[2016-05-08 14:22:36,392] INFO: EditDistance_Unigram_Median_Min_search_term_x_product_brand_1D (1D): corr = -0.049639
[2016-05-08 14:22:36,402] INFO: EditDistance_Unigram_Median_Median_search_term_x_product_brand_1D (1D): corr = -0.076888
[2016-05-08 14:35:12,940] INFO: EditDistance_Unigram_Mean_Mean_search_term_x_product_color_1D (1D): corr = -0.039958
[2016-05-08 14:35:12,950] INFO: EditDistance_Unigram_Mean_Std_search_term_x_product_color_1D (1D): corr = -0.009998
[2016-05-08 14:35:12,961] INFO: EditDistance_Unigram_Mean_Max_search_term_x_product_color_1D (1D): corr = -0.051505
[2016-05-08 14:35:12,971] INFO: EditDistance_Unigram_Mean_Min_search_term_x_product_color_1D (1D): corr = -0.002686
[2016-05-08 14:35:12,981] INFO: EditDistance_Unigram_Mean_Median_search_term_x_product_color_1D (1D): corr = -0.054320
[2016-05-08 14:35:12,991] INFO: EditDistance_Unigram_Max_Mean_search_term_x_product_color_1D (1D): corr = -0.048516
[2016-05-08 14:35:13,002] INFO: EditDistance_Unigram_Max_Std_search_term_x_product_color_1D (1D): corr = -0.005488
[2016-05-08 14:35:13,012] INFO: EditDistance_Unigram_Max_Max_search_term_x_product_color_1D (1D): corr = -0.055122
[2016-05-08 14:35:13,022] INFO: EditDistance_Unigram_Max_Min_search_term_x_product_color_1D (1D): corr = -0.009026
[2016-05-08 14:35:13,032] INFO: EditDistance_Unigram_Max_Median_search_term_x_product_color_1D (1D): corr = -0.063038
[2016-05-08 14:35:13,043] INFO: EditDistance_Unigram_Min_Mean_search_term_x_product_color_1D (1D): corr = -0.014365
[2016-05-08 14:35:13,053] INFO: EditDistance_Unigram_Min_Std_search_term_x_product_color_1D (1D): corr = -0.019104
[2016-05-08 14:35:13,063] INFO: EditDistance_Unigram_Min_Max_search_term_x_product_color_1D (1D): corr = -0.034317
[2016-05-08 14:35:13,073] INFO: EditDistance_Unigram_Min_Min_search_term_x_product_color_1D (1D): corr = 0.011410
[2016-05-08 14:35:13,083] INFO: EditDistance_Unigram_Min_Median_search_term_x_product_color_1D (1D): corr = -0.026564
[2016-05-08 14:35:13,094] INFO: EditDistance_Unigram_Median_Mean_search_term_x_product_color_1D (1D): corr = -0.044326
[2016-05-08 14:35:13,104] INFO: EditDistance_Unigram_Median_Std_search_term_x_product_color_1D (1D): corr = -0.005402
[2016-05-08 14:35:13,114] INFO: EditDistance_Unigram_Median_Max_search_term_x_product_color_1D (1D): corr = -0.052844
[2016-05-08 14:35:13,124] INFO: EditDistance_Unigram_Median_Min_search_term_x_product_color_1D (1D): corr = -0.007438
[2016-05-08 14:35:13,134] INFO: EditDistance_Unigram_Median_Median_search_term_x_product_color_1D (1D): corr = -0.059391
[2016-05-08 14:44:32,272] INFO: EditDistance_Unigram_Mean_Mean_search_term_product_name_x_product_title_1D (1D): corr = -0.204832
[2016-05-08 14:44:32,283] INFO: EditDistance_Unigram_Mean_Std_search_term_product_name_x_product_title_1D (1D): corr = -0.030875
[2016-05-08 14:44:32,293] INFO: EditDistance_Unigram_Mean_Max_search_term_product_name_x_product_title_1D (1D): corr = -0.206285
[2016-05-08 14:44:32,303] INFO: EditDistance_Unigram_Mean_Min_search_term_product_name_x_product_title_1D (1D): corr = -0.167446
[2016-05-08 14:44:32,313] INFO: EditDistance_Unigram_Mean_Median_search_term_product_name_x_product_title_1D (1D): corr = -0.204832
[2016-05-08 14:44:32,323] INFO: EditDistance_Unigram_Max_Mean_search_term_product_name_x_product_title_1D (1D): corr = 0.001724
[2016-05-08 14:44:32,334] INFO: EditDistance_Unigram_Max_Std_search_term_product_name_x_product_title_1D (1D): corr = 0.000401
[2016-05-08 14:44:32,344] INFO: EditDistance_Unigram_Max_Max_search_term_product_name_x_product_title_1D (1D): corr = 0.002626
[2016-05-08 14:44:32,354] INFO: EditDistance_Unigram_Max_Min_search_term_product_name_x_product_title_1D (1D): corr = 0.000987
[2016-05-08 14:44:32,364] INFO: EditDistance_Unigram_Max_Median_search_term_product_name_x_product_title_1D (1D): corr = 0.001724
[2016-05-08 14:44:32,375] INFO: EditDistance_Unigram_Min_Mean_search_term_product_name_x_product_title_1D (1D): corr = -0.300900
[2016-05-08 14:44:32,385] INFO: EditDistance_Unigram_Min_Std_search_term_product_name_x_product_title_1D (1D): corr = -0.136828
[2016-05-08 14:44:32,395] INFO: EditDistance_Unigram_Min_Max_search_term_product_name_x_product_title_1D (1D): corr = -0.287077
[2016-05-08 14:44:32,405] INFO: EditDistance_Unigram_Min_Min_search_term_product_name_x_product_title_1D (1D): corr = -0.230318
[2016-05-08 14:44:32,415] INFO: EditDistance_Unigram_Min_Median_search_term_product_name_x_product_title_1D (1D): corr = -0.300900
[2016-05-08 14:44:32,426] INFO: EditDistance_Unigram_Median_Mean_search_term_product_name_x_product_title_1D (1D): corr = -0.059572
[2016-05-08 14:44:32,436] INFO: EditDistance_Unigram_Median_Std_search_term_product_name_x_product_title_1D (1D): corr = 0.028424
[2016-05-08 14:44:32,446] INFO: EditDistance_Unigram_Median_Max_search_term_product_name_x_product_title_1D (1D): corr = -0.045783
[2016-05-08 14:44:32,456] INFO: EditDistance_Unigram_Median_Min_search_term_product_name_x_product_title_1D (1D): corr = -0.058316
[2016-05-08 14:44:32,467] INFO: EditDistance_Unigram_Median_Median_search_term_product_name_x_product_title_1D (1D): corr = -0.059572
[2016-05-08 14:53:28,644] INFO: EditDistance_Unigram_Mean_Mean_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.263201
[2016-05-08 14:53:28,654] INFO: EditDistance_Unigram_Mean_Std_search_term_product_name_x_product_title_product_name_1D (1D): corr = 0.059212
[2016-05-08 14:53:28,664] INFO: EditDistance_Unigram_Mean_Max_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.209860
[2016-05-08 14:53:28,674] INFO: EditDistance_Unigram_Mean_Min_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.246373
[2016-05-08 14:53:28,685] INFO: EditDistance_Unigram_Mean_Median_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.263201
[2016-05-08 14:53:28,695] INFO: EditDistance_Unigram_Max_Mean_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.100375
[2016-05-08 14:53:28,705] INFO: EditDistance_Unigram_Max_Std_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.004045
[2016-05-08 14:53:28,715] INFO: EditDistance_Unigram_Max_Max_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.107775
[2016-05-08 14:53:28,725] INFO: EditDistance_Unigram_Max_Min_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.076142
[2016-05-08 14:53:28,735] INFO: EditDistance_Unigram_Max_Median_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.100375
[2016-05-08 14:53:28,745] INFO: EditDistance_Unigram_Min_Mean_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.271053
[2016-05-08 14:53:28,756] INFO: EditDistance_Unigram_Min_Std_search_term_product_name_x_product_title_product_name_1D (1D): corr = 0.069351
[2016-05-08 14:53:28,766] INFO: EditDistance_Unigram_Min_Max_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.212376
[2016-05-08 14:53:28,776] INFO: EditDistance_Unigram_Min_Min_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.253847
[2016-05-08 14:53:28,786] INFO: EditDistance_Unigram_Min_Median_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.271053
[2016-05-08 14:53:28,819] INFO: EditDistance_Unigram_Median_Mean_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.263201
[2016-05-08 14:53:28,829] INFO: EditDistance_Unigram_Median_Std_search_term_product_name_x_product_title_product_name_1D (1D): corr = 0.059212
[2016-05-08 14:53:28,839] INFO: EditDistance_Unigram_Median_Max_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.209860
[2016-05-08 14:53:28,849] INFO: EditDistance_Unigram_Median_Min_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.246373
[2016-05-08 14:53:28,859] INFO: EditDistance_Unigram_Median_Median_search_term_product_name_x_product_title_product_name_1D (1D): corr = -0.263201
[2016-05-08 15:05:57,432] INFO: EditDistance_Unigram_Mean_Mean_search_term_product_name_x_product_description_1D (1D): corr = -0.114904
[2016-05-08 15:05:57,445] INFO: EditDistance_Unigram_Mean_Std_search_term_product_name_x_product_description_1D (1D): corr = 0.001868
[2016-05-08 15:05:57,458] INFO: EditDistance_Unigram_Mean_Max_search_term_product_name_x_product_description_1D (1D): corr = -0.103443
[2016-05-08 15:05:57,472] INFO: EditDistance_Unigram_Mean_Min_search_term_product_name_x_product_description_1D (1D): corr = -0.104277
[2016-05-08 15:05:57,485] INFO: EditDistance_Unigram_Mean_Median_search_term_product_name_x_product_description_1D (1D): corr = -0.114904
[2016-05-08 15:05:57,498] INFO: EditDistance_Unigram_Max_Mean_search_term_product_name_x_product_description_1D (1D): corr = 0.000000
[2016-05-08 15:05:57,511] INFO: EditDistance_Unigram_Max_Std_search_term_product_name_x_product_description_1D (1D): corr = 0.000000
[2016-05-08 15:05:57,525] INFO: EditDistance_Unigram_Max_Max_search_term_product_name_x_product_description_1D (1D): corr = 0.000000
[2016-05-08 15:05:57,538] INFO: EditDistance_Unigram_Max_Min_search_term_product_name_x_product_description_1D (1D): corr = 0.000000
[2016-05-08 15:05:57,551] INFO: EditDistance_Unigram_Max_Median_search_term_product_name_x_product_description_1D (1D): corr = 0.000000
[2016-05-08 15:05:57,565] INFO: EditDistance_Unigram_Min_Mean_search_term_product_name_x_product_description_1D (1D): corr = -0.246623
[2016-05-08 15:05:57,578] INFO: EditDistance_Unigram_Min_Std_search_term_product_name_x_product_description_1D (1D): corr = -0.102738
[2016-05-08 15:05:57,591] INFO: EditDistance_Unigram_Min_Max_search_term_product_name_x_product_description_1D (1D): corr = -0.235767
[2016-05-08 15:05:57,604] INFO: EditDistance_Unigram_Min_Min_search_term_product_name_x_product_description_1D (1D): corr = -0.193198
[2016-05-08 15:05:57,618] INFO: EditDistance_Unigram_Min_Median_search_term_product_name_x_product_description_1D (1D): corr = -0.246623
[2016-05-08 15:05:57,631] INFO: EditDistance_Unigram_Median_Mean_search_term_product_name_x_product_description_1D (1D): corr = -0.038067
[2016-05-08 15:05:57,644] INFO: EditDistance_Unigram_Median_Std_search_term_product_name_x_product_description_1D (1D): corr = 0.018412
[2016-05-08 15:05:57,658] INFO: EditDistance_Unigram_Median_Max_search_term_product_name_x_product_description_1D (1D): corr = -0.025600
[2016-05-08 15:05:57,671] INFO: EditDistance_Unigram_Median_Min_search_term_product_name_x_product_description_1D (1D): corr = -0.039090
[2016-05-08 15:05:57,684] INFO: EditDistance_Unigram_Median_Median_search_term_product_name_x_product_description_1D (1D): corr = -0.038067
[2016-05-08 15:18:10,217] INFO: EditDistance_Unigram_Mean_Mean_search_term_product_name_x_product_attribute_1D (1D): corr = -0.074759
[2016-05-08 15:18:10,231] INFO: EditDistance_Unigram_Mean_Std_search_term_product_name_x_product_attribute_1D (1D): corr = 0.072261
[2016-05-08 15:18:10,244] INFO: EditDistance_Unigram_Mean_Max_search_term_product_name_x_product_attribute_1D (1D): corr = -0.029946
[2016-05-08 15:18:10,257] INFO: EditDistance_Unigram_Mean_Min_search_term_product_name_x_product_attribute_1D (1D): corr = -0.097550
[2016-05-08 15:18:10,271] INFO: EditDistance_Unigram_Mean_Median_search_term_product_name_x_product_attribute_1D (1D): corr = -0.074759
[2016-05-08 15:18:10,284] INFO: EditDistance_Unigram_Max_Mean_search_term_product_name_x_product_attribute_1D (1D): corr = -0.131520
[2016-05-08 15:18:10,297] INFO: EditDistance_Unigram_Max_Std_search_term_product_name_x_product_attribute_1D (1D): corr = 0.107904
[2016-05-08 15:18:10,310] INFO: EditDistance_Unigram_Max_Max_search_term_product_name_x_product_attribute_1D (1D): corr = -0.104650
[2016-05-08 15:18:10,324] INFO: EditDistance_Unigram_Max_Min_search_term_product_name_x_product_attribute_1D (1D): corr = -0.138047
[2016-05-08 15:18:10,337] INFO: EditDistance_Unigram_Max_Median_search_term_product_name_x_product_attribute_1D (1D): corr = -0.131520
[2016-05-08 15:18:10,366] INFO: EditDistance_Unigram_Min_Mean_search_term_product_name_x_product_attribute_1D (1D): corr = 0.008227
[2016-05-08 15:18:10,379] INFO: EditDistance_Unigram_Min_Std_search_term_product_name_x_product_attribute_1D (1D): corr = -0.113759
[2016-05-08 15:18:10,393] INFO: EditDistance_Unigram_Min_Max_search_term_product_name_x_product_attribute_1D (1D): corr = -0.027924
[2016-05-08 15:18:10,406] INFO: EditDistance_Unigram_Min_Min_search_term_product_name_x_product_attribute_1D (1D): corr = 0.042074
[2016-05-08 15:18:10,420] INFO: EditDistance_Unigram_Min_Median_search_term_product_name_x_product_attribute_1D (1D): corr = 0.008227
[2016-05-08 15:18:10,433] INFO: EditDistance_Unigram_Median_Mean_search_term_product_name_x_product_attribute_1D (1D): corr = -0.094770
[2016-05-08 15:18:10,447] INFO: EditDistance_Unigram_Median_Std_search_term_product_name_x_product_attribute_1D (1D): corr = 0.033396
[2016-05-08 15:18:10,460] INFO: EditDistance_Unigram_Median_Max_search_term_product_name_x_product_attribute_1D (1D): corr = -0.077115
[2016-05-08 15:18:10,474] INFO: EditDistance_Unigram_Median_Min_search_term_product_name_x_product_attribute_1D (1D): corr = -0.087740
[2016-05-08 15:18:10,488] INFO: EditDistance_Unigram_Median_Median_search_term_product_name_x_product_attribute_1D (1D): corr = -0.094770
[2016-05-08 15:27:00,652] INFO: EditDistance_Unigram_Mean_Mean_search_term_product_name_x_product_brand_1D (1D): corr = -0.050209
[2016-05-08 15:27:00,666] INFO: EditDistance_Unigram_Mean_Std_search_term_product_name_x_product_brand_1D (1D): corr = 0.037928
[2016-05-08 15:27:00,679] INFO: EditDistance_Unigram_Mean_Max_search_term_product_name_x_product_brand_1D (1D): corr = -0.031003
